,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
333,581,2023-11-24,CUST120,Male,52,Electronics,4,36,261
334,873,2023-11-25,CUST561,Male,55,Clothing,4,489,67
335,207,2023-06-26,CUST819,Female,41,Beauty,3,47,114
336,187,2023-10-09,CUST346,Male,23,Clothing,2,44,133
337,115,2023-01-21,CUST511,Male,23,Clothing,3,45,46
338,942,2023-03-17,CUST904,Male,54,Beauty,1,41,869
339,966,2023-02-17,CUST368,Female,34,Electronics,4,292,965
340,996,2023-07-27,CUST503,Male,43,Beauty,3,18,456
341,22,2023-10-24,CUST943,Female,53,Beauty,1,45,64
342,12,2023-01-06,CUST222,Female,36,Beauty,3,31,427
343,605,2023-08-02,CUST760,Male,31,Electronics,1,53,1096
344,975,2023-10-02,CUST430,Male,39,Beauty,4,45,210
345,493,2023-02-06,CUST142,Female,43,Beauty,1,514,74
346,48,2023-12-23,CUST600,Female,20,Beauty,1,36,0
347,272,2023-10-20,CUST312,Female,54,Beauty,1,474,44
348,658,2023-12-05,CUST102,Female,37,Clothing,2,294,1773
349,613,2023-01-27,CUST779,Female,43,Electronics,3,30,28
350,652,2023-10-22,CUST981,Male,39,Beauty,2,477,38
351,972,2023-09-28,CUST552,Male,19,Clothing,1,45,79
352,172,2023-04-01,CUST952,Female,38,Beauty,3,38,87
353,190,2023-02-21,CUST928,Male,29,Clothing,2,48,535
354,851,2023-06-30,CUST074,Male,38,Beauty,2,298,-17
355,59,2023-08-08,CUST916,Male,52,Beauty,1,42,11
356,281,2023-08-26,CUST829,Male,22,Clothing,1,28,52
357,548,2023-12-17,CUST746,Female,61,Electronics,1,29,399
358,813,2023-02-20,CUST237,Female,25,Electronics,3,13,1368
359,782,2023-10-14,CUST565,Male,53,Beauty,3,38,21
360,733,2023-08-28,CUST504,Female,24,Beauty,3,41,836
361,879,2023-01-11,CUST680,Female,53,Clothing,1,306,23
362,907,2023-01-22,CUST706,Female,43,Electronics,3,33,510
363,769,2023-05-05,CUST369,Female,48,Clothing,2,50,503
364,594,2023-01-08,CUST616,Male,17,Electronics,3,30,1099
365,824,2023-06-28,CUST875,Male,40,Beauty,1,45,817
366,891,2023-08-13,CUST478,Female,51,Electronics,4,33,30
367,784,2023-04-01,CUST054,Female,22,Beauty,2,297,14
368,788,2023-01-15,CUST830,Male,47,Beauty,2,25,890
369,874,2023-06-08,CUST945,Female,20,Beauty,4,304,950
370,396,2023-07-28,CUST260,Male,53,Beauty,2,22,50
371,174,2023-04-11,CUST255,Male,23,Electronics,1,48,41
372,759,2023-09-29,CUST262,Male,44,Clothing,4,301,55
373,871,2023-10-15,CUST992,Female,37,Electronics,3,39,1192
374,282,2023-10-07,CUST485,Female,29,Clothing,4,44,960
375,325,2023-09-11,CUST934,Male,53,Clothing,3,36,1514
376,546,2023-05-07,CUST1000,Male,58,Electronics,4,31,67
377,712,2023-02-22,CUST163,Male,49,Clothing,3,46,85
378,767,2023-10-22,CUST917,Female,53,Beauty,1,30,-12
379,823,2023-04-06,CUST836,Male,50,Beauty,2,50,-28
380,921,2023-05-15,CUST072,Male,50,Beauty,3,39,-31
381,46,2023-04-20,CUST835,Female,41,Beauty,3,297,976
382,337,2023-11-02,CUST561,Female,21,Beauty,4,48,61
383,220,2023-04-26,CUST653,Female,53,Electronics,4,46,93
384,77,2023-09-28,CUST641,Male,20,Clothing,3,31,29
385,551,2023-05-04,CUST509,Female,60,Electronics,1,302,161
386,358,2023-07-05,CUST287,Male,54,Electronics,1,35,50
387,273,2023-05-13,CUST480,Female,21,Clothing,1,33,40
388,374,2023-07-26,CUST679,Female,24,Clothing,2,291,-3
389,4,2023-03-21,CUST260,Male,57,Electronics,2,30,99
390,70,2023-08-17,CUST319,Male,42,Electronics,2,40,20
391,909,2023-04-22,CUST682,Male,34,Beauty,2,28,81
392,385,2023-09-02,CUST067,Female,54,Beauty,3,25,505
393,645,2023-08-20,CUST358,Male,51,Beauty,4,517,50
394,524,2023-01-08,CUST125,Female,38,Clothing,1,307,40
395,572,2023-06-03,CUST761,Female,24,Clothing,1,42,37
396,88,2023-09-02,CUST169,Female,33,Beauty,4,16,2041
397,237,2023-04-30,CUST875,Female,35,Clothing,4,508,22
398,613,2023-05-08,CUST586,Male,46,Beauty,1,22,43
399,995,2023-07-19,CUST895,Female,43,Clothing,1,53,975
400,193,2023-12-08,CUST819,Female,47,Clothing,1,493,-41
401,324,2023-01-10,CUST880,Female,58,Clothing,3,20,1241
402,310,2023-12-07,CUST861,Male,24,Beauty,2,33,110
403,188,2023-02-01,CUST169,Male,51,Clothing,4,17,31
404,389,2023-06-10,CUST645,Female,52,Clothing,1,31,-13
405,997,2023-03-20,CUST070,Female,32,Beauty,4,37,6
406,593,2023-04-22,CUST875,Male,34,Clothing,1,514,6
407,211,2023-02-13,CUST574,Male,30,Electronics,1,34,1117
408,509,2023-12-08,CUST800,Female,37,Electronics,2,299,1123
409,454,2023-04-22,CUST906,Male,56,Clothing,3,14,1
410,54,2023-09-03,CUST439,Male,55,Beauty,4,42,154
411,850,2023-10-27,CUST480,Male,54,Beauty,1,50,48
412,755,2023-04-10,CUST688,Male,52,Electronics,1,34,10
413,769,2023-10-09,CUST505,Female,51,Electronics,2,37,30
414,504,2023-03-10,CUST624,Male,53,Beauty,2,313,834
415,503,2023-05-31,CUST737,Male,57,Clothing,3,44,29
416,13,2023-08-26,CUST927,Male,28,Beauty,2,34,546
417,883,2023-08-18,CUST289,Female,46,Clothing,2,487,130
418,356,2023-04-17,CUST322,Female,33,Beauty,2,49,2
419,818,2023-10-21,CUST076,Male,38,Clothing,3,24,12
420,327,2023-01-07,CUST313,Female,23,Clothing,2,38,876
421,852,2023-08-28,CUST340,Male,17,Beauty,3,28,-9
422,900,2023-07-26,CUST148,Female,43,Electronics,1,303,74
423,173,2023-02-13,CUST279,Female,36,Electronics,2,38,1608
424,640,2023-12-29,CUST284,Female,45,Electronics,1,50,-32
425,51,2023-09-29,CUST827,Female,60,Electronics,4,40,95
426,544,2023-10-10,CUST004,Male,36,Beauty,2,38,4
427,842,2023-05-27,CUST222,Female,59,Clothing,3,36,23
428,120,2023-05-28,CUST655,Female,24,Beauty,3,32,1488
429,163,2023-04-10,CUST972,Male,32,Electronics,2,35,840
430,37,2023-02-05,CUST574,Female,45,Beauty,1,499,-9
431,335,2023-08-24,CUST542,Male,39,Clothing,2,33,33
432,821,2023-09-28,CUST308,Female,17,Clothing,1,20,90
433,294,2023-04-02,CUST158,Male,33,Beauty,4,27,-16
434,708,2023-03-22,CUST874,Male,53,Clothing,3,30,204
435,483,2023-11-08,CUST349,Male,59,Beauty,4,36,-20
436,338,2023-07-11,CUST033,Female,28,Clothing,3,286,1210
437,624,2023-02-13,CUST699,Male,57,Beauty,4,62,58
438,857,2023-11-07,CUST195,Female,49,Clothing,1,48,15
439,438,2023-06-02,CUST986,Male,55,Electronics,3,491,38
440,86,2023-11-15,CUST936,Female,19,Electronics,3,308,918
441,80,2023-01-20,CUST995,Female,46,Clothing,2,34,1168
442,961,2023-06-19,CUST883,Male,39,Beauty,3,39,542
443,877,2023-04-11,CUST789,Female,42,Clothing,4,25,485
444,335,2023-01-07,CUST988,Male,27,Clothing,3,490,1268
445,601,2023-04-01,CUST869,Female,15,Electronics,3,46,7
446,873,2023-06-04,CUST321,Male,20,Beauty,4,45,55
447,975,2023-06-19,CUST925,Female,59,Clothing,1,16,497
448,593,2023-02-12,CUST383,Male,29,Beauty,1,490,120
449,24,2023-12-16,CUST592,Male,27,Clothing,1,41,33
450,116,2023-05-04,CUST490,Female,41,Clothing,4,37,109
451,28,2023-11-06,CUST417,Male,26,Electronics,1,301,89
452,382,2023-05-08,CUST488,Male,22,Beauty,1,520,496
453,658,2023-03-07,CUST419,Male,23,Electronics,1,489,36
454,511,2023-08-19,CUST014,Female,20,Electronics,2,50,12
455,415,2023-09-08,CUST687,Female,56,Clothing,3,37,74
456,388,2023-03-18,CUST169,Male,54,Electronics,1,300,27
457,820,2023-12-19,CUST395,Female,18,Clothing,2,13,915
458,698,2023-11-01,CUST937,Male,52,Electronics,1,27,21
459,550,2023-06-08,CUST347,Female,18,Clothing,3,22,909
460,537,2023-07-25,CUST964,Female,29,Clothing,2,28,12
461,863,2023-06-06,CUST312,Male,19,Beauty,3,42,21
462,951,2023-11-10,CUST269,Male,45,Beauty,4,28,528
463,368,2023-06-10,CUST902,Female,22,Electronics,1,502,537
464,410,2023-05-10,CUST254,Female,18,Beauty,3,41,154
465,787,2023-06-24,CUST992,Male,25,Clothing,3,38,90
466,895,2023-05-06,CUST048,Female,51,Clothing,1,33,521
467,816,2023-10-29,CUST949,Female,40,Clothing,3,55,986
468,705,2023-12-02,CUST029,Female,39,Clothing,1,14,1009
469,32,2023-07-30,CUST511,Female,62,Clothing,2,302,31
470,711,2023-04-16,CUST964,Male,16,Clothing,1,26,36
471,41,2023-04-29,CUST423,Male,43,Clothing,2,22,912
472,162,2023-03-29,CUST130,Male,58,Clothing,3,485,47
473,879,2023-12-14,CUST770,Female,52,Clothing,1,28,81
474,524,2023-08-09,CUST943,Female,16,Beauty,2,295,22
475,863,2023-08-28,CUST822,Female,48,Beauty,1,26,4
476,712,2023-11-27,CUST839,Female,44,Electronics,2,493,60
477,982,2023-03-11,CUST142,Female,56,Clothing,3,42,8
478,231,2023-11-22,CUST648,Female,36,Electronics,2,294,799
479,165,2023-07-16,CUST876,Female,47,Beauty,2,33,944
480,109,2023-02-06,CUST920,Female,41,Beauty,1,21,87
481,320,2023-03-18,CUST653,Male,51,Electronics,4,39,111
482,59,2023-12-05,CUST483,Male,52,Electronics,2,523,76
483,361,2023-08-25,CUST970,Male,55,Clothing,4,41,25
484,164,2023-08-13,CUST099,Female,19,Electronics,3,29,441
485,356,2023-09-04,CUST508,Female,41,Beauty,1,46,43
486,78,2023-01-26,CUST362,Male,52,Beauty,2,44,127
487,84,2023-10-27,CUST147,Male,38,Clothing,1,310,437
488,81,2023-05-05,CUST631,Female,54,Clothing,2,25,64
489,879,2023-05-16,CUST709,Female,24,Beauty,3,32,37
490,292,2023-03-19,CUST932,Male,38,Clothing,3,50,71
491,909,2023-11-18,CUST112,Male,41,Beauty,1,22,90
492,113,2023-10-04,CUST670,Male,55,Electronics,1,19,51
493,43,2023-01-09,CUST092,Female,53,Clothing,2,300,79
494,763,2023-08-04,CUST507,Female,25,Electronics,2,519,15
495,880,2023-09-24,CUST781,Male,51,Beauty,2,51,25
496,887,2023-10-24,CUST499,Female,37,Clothing,2,42,98
497,685,2023-05-03,CUST265,Female,22,Beauty,1,30,1244
498,558,2023-07-09,CUST202,Female,62,Electronics,1,298,14
499,407,2023-06-28,CUST865,Male,57,Electronics,1,45,155
500,354,2023-01-10,CUST607,Male,41,Clothing,3,479,5
501,707,2023-10-06,CUST540,Male,52,Beauty,2,28,51
502,23,2023-12-16,CUST768,Female,58,Beauty,2,41,2
503,401,2023-07-24,CUST057,Female,44,Clothing,3,28,994
504,912,2023-05-03,CUST553,Male,36,Beauty,2,25,53
505,584,2023-07-23,CUST255,Female,36,Beauty,4,32,107
506,682,2023-04-10,CUST528,Female,47,Clothing,2,497,29
507,72,2023-03-25,CUST038,Male,49,Clothing,2,34,69
508,94,2023-05-16,CUST944,Male,44,Beauty,1,286,102
509,864,2023-07-22,CUST340,Female,57,Clothing,1,285,1683
510,124,2023-04-26,CUST773,Female,22,Clothing,1,27,119
511,164,2023-10-05,CUST916,Male,28,Electronics,1,36,71
512,183,2023-05-20,CUST246,Male,54,Clothing,2,37,-17
513,851,2023-01-02,CUST812,Female,58,Beauty,2,30,65
514,476,2023-06-14,CUST463,Male,20,Clothing,3,56,488
515,857,2023-07-15,CUST376,Male,31,Electronics,3,40,39
516,829,2023-10-21,CUST429,Male,38,Clothing,3,22,1583
517,397,2023-05-10,CUST267,Female,48,Beauty,2,36,52
518,832,2023-01-28,CUST385,Female,42,Clothing,4,34,454
519,416,2023-02-10,CUST758,Male,48,Beauty,2,297,126
520,957,2023-07-17,CUST002,Female,57,Clothing,4,43,391
521,340,2023-08-22,CUST724,Male,39,Beauty,1,41,89
522,659,2023-06-23,CUST020,Female,21,Clothing,2,280,56
523,43,2023-11-15,CUST848,Male,25,Beauty,2,52,498
524,212,2023-10-19,CUST985,Female,34,Beauty,2,474,916
525,84,2023-09-16,CUST287,Male,23,Clothing,1,29,45
526,287,2023-06-26,CUST178,Male,38,Electronics,4,21,1792
527,594,2023-09-21,CUST962,Male,58,Electronics,3,42,47
528,412,2023-01-17,CUST720,Male,44,Electronics,1,25,835
529,343,2023-01-13,CUST685,Male,45,Beauty,1,43,54
530,268,2023-07-27,CUST320,Male,51,Beauty,2,24,1286
531,768,2023-12-18,CUST852,Male,55,Beauty,1,36,66
532,808,2023-09-13,CUST294,Male,37,Electronics,1,12,-6
533,187,2023-04-13,CUST806,Male,22,Electronics,1,28,51
534,397,2023-12-29,CUST990,Female,58,Beauty,1,447,40
535,530,2023-10-29,CUST726,Female,42,Electronics,1,18,93
536,384,2023-06-12,CUST975,Male,25,Clothing,3,51,1322
537,546,2023-08-07,CUST514,Male,34,Beauty,2,46,717
538,115,2023-12-28,CUST724,Female,40,Beauty,3,44,2
539,388,2023-08-17,CUST939,Female,21,Clothing,2,302,43
540,448,2023-11-10,CUST944,Male,26,Clothing,3,24,508
541,896,2023-12-10,CUST827,Male,23,Beauty,2,54,455
542,494,2023-12-28,CUST101,Female,35,Electronics,3,19,986
543,682,2023-07-30,CUST919,Female,27,Clothing,4,292,1333
544,658,2023-10-13,CUST494,Male,17,Electronics,2,18,61
545,766,2023-06-11,CUST698,Male,17,Clothing,1,292,1680
546,409,2023-03-12,CUST955,Male,17,Beauty,1,31,1385
547,978,2023-06-21,CUST608,Female,34,Electronics,2,52,536
548,975,2023-07-17,CUST315,Male,58,Electronics,4,298,83
549,409,2023-09-23,CUST502,Female,37,Electronics,1,35,43
550,786,2023-06-01,CUST272,Female,21,Clothing,3,301,42
551,528,2023-08-08,CUST479,Male,25,Electronics,2,36,900
552,392,2023-08-05,CUST058,Female,34,Clothing,2,59,37
553,962,2023-07-28,CUST484,Female,47,Clothing,2,314,38
554,484,2023-09-29,CUST729,Male,18,Beauty,1,33,25
555,123,2023-10-19,CUST199,Female,23,Clothing,2,38,106
556,969,2023-12-08,CUST143,Male,62,Beauty,2,20,1124
557,250,2023-11-01,CUST180,Male,58,Electronics,3,34,61
558,349,2023-02-21,CUST499,Female,56,Electronics,1,40,35
559,818,2023-05-28,CUST984,Male,53,Clothing,2,43,918
560,97,2023-06-11,CUST207,Female,48,Clothing,1,296,56
561,590,2023-08-29,CUST100,Male,19,Electronics,1,309,426
562,185,2023-01-10,CUST360,Female,47,Electronics,3,296,27
563,895,2023-11-03,CUST941,Male,23,Electronics,4,52,9
564,51,2023-01-22,CUST451,Female,52,Beauty,2,33,63
565,244,2023-11-04,CUST797,Male,32,Clothing,1,23,13
566,861,2023-01-26,CUST501,Female,56,Clothing,4,277,74
567,70,2023-04-28,CUST194,Female,22,Beauty,3,23,49
568,746,2023-01-11,CUST578,Male,23,Beauty,3,42,1033
569,639,2023-08-02,CUST394,Male,35,Beauty,1,33,536
570,630,2024-01-01,CUST270,Male,28,Clothing,2,8,23
571,817,2023-09-18,CUST734,Male,41,Electronics,1,29,129
572,816,2023-12-15,CUST333,Female,41,Clothing,1,317,1048
573,633,2023-04-11,CUST231,Male,15,Beauty,3,480,98
574,710,2023-05-17,CUST335,Male,41,Beauty,2,14,1220
575,171,2023-05-27,CUST312,Male,50,Clothing,2,47,409
576,656,2023-07-14,CUST476,Female,41,Beauty,3,516,140
577,365,2023-08-05,CUST782,Male,30,Clothing,2,58,214
578,341,2023-07-31,CUST597,Male,24,Clothing,3,48,802
579,896,2023-01-02,CUST274,Female,53,Clothing,1,37,207
580,102,2023-12-24,CUST197,Male,19,Clothing,2,35,915
581,794,2023-09-21,CUST655,Male,41,Clothing,1,311,357
582,117,2023-09-19,CUST493,Male,20,Beauty,1,45,1599
583,957,2023-08-02,CUST596,Female,34,Electronics,1,53,1362
584,821,2023-12-09,CUST074,Male,40,Beauty,3,58,52
585,178,2023-05-16,CUST669,Female,39,Electronics,1,496,-14
586,705,2023-09-16,CUST496,Male,52,Electronics,3,29,52
587,998,2023-08-29,CUST992,Male,23,Beauty,3,39,27
588,459,2023-03-07,CUST492,Female,42,Electronics,1,25,61
589,836,2023-02-03,CUST744,Male,21,Clothing,2,58,970
590,610,2023-08-19,CUST852,Male,40,Electronics,4,6,77
591,697,2023-03-26,CUST143,Male,55,Electronics,4,21,26
592,128,2023-01-17,CUST291,Female,39,Clothing,1,491,159
593,330,2023-10-02,CUST600,Female,36,Clothing,1,39,59
594,850,2023-08-31,CUST998,Male,40,Beauty,1,308,52
595,10,2023-01-29,CUST457,Male,57,Clothing,2,26,99
596,239,2023-09-01,CUST688,Female,65,Beauty,1,41,1101
597,456,2023-04-05,CUST585,Female,42,Beauty,1,32,49
598,677,2023-01-04,CUST893,Male,33,Beauty,2,54,813
599,654,2023-11-22,CUST026,Male,32,Beauty,4,35,924
600,389,2023-05-14,CUST265,Male,21,Beauty,2,39,487
601,927,2023-08-18,CUST383,Male,33,Beauty,2,40,-4
602,661,2023-07-22,CUST803,Male,41,Beauty,2,45,0
603,647,2023-11-10,CUST611,Male,56,Clothing,2,43,487
604,874,2023-03-19,CUST647,Male,58,Electronics,1,40,405
605,789,2023-02-19,CUST272,Male,23,Beauty,2,39,1063
606,108,2024-01-01,CUST060,Male,19,Electronics,1,491,1341
607,419,2023-06-28,CUST348,Male,43,Electronics,3,33,25
608,963,2023-03-01,CUST755,Male,32,Electronics,1,476,23
609,341,2023-12-05,CUST795,Male,41,Clothing,4,41,899
610,915,2023-07-04,CUST486,Male,55,Clothing,1,307,287
611,461,2023-07-28,CUST130,Female,24,Beauty,3,498,10
612,300,2023-06-19,CUST001,Female,58,Electronics,2,27,16
613,222,2023-08-12,CUST837,Male,39,Clothing,2,31,479
614,695,2023-06-19,CUST880,Female,31,Beauty,2,296,75
615,432,2023-03-13,CUST524,Male,50,Clothing,2,19,1346
616,21,2023-08-13,CUST515,Female,53,Electronics,1,24,32
617,997,2023-06-23,CUST885,Male,25,Electronics,3,39,1006
618,850,2023-09-17,CUST558,Male,19,Beauty,3,41,44
619,390,2023-10-15,CUST283,Female,55,Beauty,4,43,5
620,153,2023-05-26,CUST035,Male,17,Electronics,2,58,65
621,34,2023-03-20,CUST130,Female,35,Clothing,4,27,738
622,985,2023-08-23,CUST387,Female,42,Beauty,2,22,114
623,644,2023-12-12,CUST682,Female,56,Beauty,3,519,78
624,923,2023-12-10,CUST788,Female,32,Electronics,2,22,1518
625,171,2023-10-18,CUST876,Male,26,Electronics,2,17,101
626,797,2023-06-02,CUST963,Female,44,Electronics,2,296,57
627,653,2023-09-14,CUST567,Female,16,Clothing,3,486,47
628,593,2023-05-16,CUST138,Female,38,Electronics,4,34,711
629,851,2023-12-21,CUST751,Female,29,Clothing,1,41,14
630,516,2023-03-20,CUST772,Male,44,Electronics,1,487,91
631,868,2023-12-23,CUST116,Female,39,Clothing,1,470,87
632,136,2023-05-04,CUST957,Male,44,Beauty,2,45,7
633,370,2023-01-11,CUST522,Female,19,Electronics,2,23,-36
634,843,2023-09-25,CUST329,Female,51,Beauty,1,32,1225
635,819,2023-09-26,CUST127,Female,42,Electronics,4,40,91
636,452,2023-08-27,CUST521,Female,24,Electronics,3,46,20
637,960,2023-04-19,CUST238,Female,57,Clothing,4,22,-23
638,363,2023-02-01,CUST127,Female,59,Beauty,3,30,483
639,159,2023-02-25,CUST612,Female,32,Beauty,4,52,17
640,697,2023-05-07,CUST127,Female,20,Beauty,4,27,1182
641,37,2023-11-10,CUST536,Male,42,Beauty,1,38,87
642,358,2023-10-03,CUST450,Female,21,Electronics,2,49,-24
643,857,2023-10-13,CUST668,Male,36,Clothing,3,36,-16
644,121,2023-12-03,CUST273,Female,37,Beauty,3,24,105
645,376,2023-10-04,CUST679,Female,38,Electronics,4,36,488
646,864,2023-06-29,CUST780,Male,36,Clothing,2,36,68
647,54,2023-05-14,CUST977,Male,19,Electronics,1,24,5
648,476,2023-11-10,CUST396,Male,52,Beauty,3,37,1815
649,196,2023-08-26,CUST527,Male,29,Electronics,4,43,77
650,414,2023-02-22,CUST158,Male,34,Beauty,2,36,801
651,464,2023-04-22,CUST053,Female,22,Electronics,2,49,70
652,717,2023-03-01,CUST070,Female,61,Beauty,2,50,1451
653,675,2023-05-20,CUST635,Male,39,Electronics,1,47,961
654,52,2023-05-04,CUST158,Male,55,Beauty,1,39,26
655,567,2023-07-17,CUST432,Female,41,Electronics,4,36,54
656,389,2023-01-15,CUST158,Male,26,Beauty,3,30,1847
657,639,2023-11-27,CUST521,Male,24,Beauty,1,24,32
658,784,2023-06-23,CUST976,Female,24,Electronics,1,43,885
659,98,2023-09-22,CUST545,Female,24,Beauty,2,486,1123
660,790,2023-07-11,CUST283,Male,22,Electronics,1,35,41
661,108,2023-06-02,CUST720,Male,46,Clothing,1,43,995
662,835,2023-11-02,CUST452,Female,25,Beauty,3,462,62
663,290,2023-01-16,CUST903,Female,23,Clothing,2,56,94
664,796,2023-10-12,CUST075,Male,16,Clothing,3,33,87
665,241,2023-10-03,CUST253,Male,22,Clothing,4,23,11
666,580,2023-05-23,CUST467,Female,46,Electronics,1,32,-9
